BioSample	Experiment	LoadDate	MBases	MBytes	Organism	Run	SRA_Sample	Sample_Name	geo_loc_name	label	sex	strain	Assay_Type	AvgSpotLen	BioProject	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Platform	ReleaseDate	SRA_Study
SAMN02596314	SRX457266	2014-01-31	177	115	Apis cerana	SRR1152321	SRS549654	Acer_14_20110614	Japan	14	female	A. cerana	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596314	SRX457266	2014-01-31	188	123	Apis cerana	SRR1152322	SRS549654	Acer_14_20110614	Japan	14	female	A. cerana	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596315	SRX457267	2014-01-31	128	85	Apis cerana	SRR1152323	SRS549655	Acer_15_20110614	Japan	15	female	A. cerana	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596315	SRX457267	2014-01-31	186	120	Apis cerana	SRR1152324	SRS549655	Acer_15_20110614	Japan	15	female	A. cerana	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596315	SRX457267	2014-01-31	183	120	Apis cerana	SRR1152325	SRS549655	Acer_15_20110614	Japan	15	female	A. cerana	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596315	SRX457267	2014-01-31	183	117	Apis cerana	SRR1152326	SRS549655	Acer_15_20110614	Japan	15	female	A. cerana	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596315	SRX457267	2014-01-31	172	111	Apis cerana	SRR1152327	SRS549655	Acer_15_20110614	Japan	15	female	A. cerana	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596315	SRX457267	2014-01-31	178	116	Apis cerana	SRR1152328	SRS549655	Acer_15_20110614	Japan	15	female	A. cerana	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596316	SRX457268	2014-01-31	144	96	Apis cerana	SRR1152329	SRS549656	Acer_16_20110614	Japan	16	female	A. cerana	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596316	SRX457268	2014-01-31	153	99	Apis cerana	SRR1152330	SRS549656	Acer_16_20110614	Japan	16	female	A. cerana	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596316	SRX457268	2014-01-31	158	104	Apis cerana	SRR1152331	SRS549656	Acer_16_20110614	Japan	16	female	A. cerana	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596316	SRX457268	2014-01-31	155	99	Apis cerana	SRR1152332	SRS549656	Acer_16_20110614	Japan	16	female	A. cerana	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596316	SRX457268	2014-01-31	147	95	Apis cerana	SRR1152333	SRS549656	Acer_16_20110614	Japan	16	female	A. cerana	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596316	SRX457268	2014-01-31	159	104	Apis cerana	SRR1152334	SRS549656	Acer_16_20110614	Japan	16	female	A. cerana	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596317	SRX457269	2014-01-31	219	145	Apis cerana	SRR1152335	SRS549657	Acer_17_20110614	Japan	17	female	A. cerana	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596317	SRX457269	2014-01-31	234	151	Apis cerana	SRR1152336	SRS549657	Acer_17_20110614	Japan	17	female	A. cerana	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596317	SRX457269	2014-01-31	241	157	Apis cerana	SRR1152337	SRS549657	Acer_17_20110614	Japan	17	female	A. cerana	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596317	SRX457269	2014-01-31	233	148	Apis cerana	SRR1152338	SRS549657	Acer_17_20110614	Japan	17	female	A. cerana	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596317	SRX457269	2014-01-31	220	141	Apis cerana	SRR1152339	SRS549657	Acer_17_20110614	Japan	17	female	A. cerana	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596317	SRX457269	2014-01-31	235	152	Apis cerana	SRR1152340	SRS549657	Acer_17_20110614	Japan	17	female	A. cerana	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596318	SRX457270	2014-01-31	440	287	Apis mellifera	SRR1152341	SRS549658	Amsyr_JOR11_20111007	Jordan	JOR11	female	A. m. syriaca	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596318	SRX457270	2014-01-31	474	301	Apis mellifera	SRR1152342	SRS549658	Amsyr_JOR11_20111007	Jordan	JOR11	female	A. m. syriaca	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596318	SRX457270	2014-01-31	485	312	Apis mellifera	SRR1152343	SRS549658	Amsyr_JOR11_20111007	Jordan	JOR11	female	A. m. syriaca	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596318	SRX457270	2014-01-31	469	294	Apis mellifera	SRR1152344	SRS549658	Amsyr_JOR11_20111007	Jordan	JOR11	female	A. m. syriaca	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596318	SRX457270	2014-01-31	450	286	Apis mellifera	SRR1152345	SRS549658	Amsyr_JOR11_20111007	Jordan	JOR11	female	A. m. syriaca	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596318	SRX457270	2014-01-31	477	305	Apis mellifera	SRR1152346	SRS549658	Amsyr_JOR11_20111007	Jordan	JOR11	female	A. m. syriaca	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596319	SRX457271	2014-01-31	378	250	Apis mellifera	SRR1152347	SRS549659	Amsyr_JOR12_20111007	Jordan	JOR12	female	A. m. syriaca	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596319	SRX457271	2014-01-31	393	253	Apis mellifera	SRR1152348	SRS549659	Amsyr_JOR12_20111007	Jordan	JOR12	female	A. m. syriaca	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596319	SRX457271	2014-01-31	414	270	Apis mellifera	SRR1152349	SRS549659	Amsyr_JOR12_20111007	Jordan	JOR12	female	A. m. syriaca	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596319	SRX457271	2014-01-31	391	249	Apis mellifera	SRR1152350	SRS549659	Amsyr_JOR12_20111007	Jordan	JOR12	female	A. m. syriaca	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596319	SRX457271	2014-01-31	373	240	Apis mellifera	SRR1152351	SRS549659	Amsyr_JOR12_20111007	Jordan	JOR12	female	A. m. syriaca	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596319	SRX457271	2014-01-31	396	256	Apis mellifera	SRR1152352	SRS549659	Amsyr_JOR12_20111007	Jordan	JOR12	female	A. m. syriaca	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596320	SRX457272	2014-01-31	418	276	Apis mellifera	SRR1152353	SRS549660	Amsyr_JOR13_20111007	Jordan	JOR13	female	A. m. syriaca	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596320	SRX457272	2014-01-31	438	281	Apis mellifera	SRR1152354	SRS549660	Amsyr_JOR13_20111007	Jordan	JOR13	female	A. m. syriaca	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596320	SRX457272	2014-01-31	457	298	Apis mellifera	SRR1152355	SRS549660	Amsyr_JOR13_20111007	Jordan	JOR13	female	A. m. syriaca	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596320	SRX457272	2014-01-31	434	276	Apis mellifera	SRR1152356	SRS549660	Amsyr_JOR13_20111007	Jordan	JOR13	female	A. m. syriaca	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596320	SRX457272	2014-01-31	412	265	Apis mellifera	SRR1152357	SRS549660	Amsyr_JOR13_20111007	Jordan	JOR13	female	A. m. syriaca	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596320	SRX457272	2014-01-31	443	286	Apis mellifera	SRR1152358	SRS549660	Amsyr_JOR13_20111007	Jordan	JOR13	female	A. m. syriaca	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596321	SRX457273	2014-01-31	265	175	Apis mellifera	SRR1152359	SRS549661	Amsyr_JOR14_20111007	Jordan	JOR14	female	A. m. syriaca	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596321	SRX457273	2014-01-31	284	182	Apis mellifera	SRR1152360	SRS549661	Amsyr_JOR14_20111007	Jordan	JOR14	female	A. m. syriaca	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596321	SRX457273	2014-01-31	290	189	Apis mellifera	SRR1152361	SRS549661	Amsyr_JOR14_20111007	Jordan	JOR14	female	A. m. syriaca	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596321	SRX457273	2014-01-31	281	178	Apis mellifera	SRR1152362	SRS549661	Amsyr_JOR14_20111007	Jordan	JOR14	female	A. m. syriaca	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596321	SRX457273	2014-01-31	268	172	Apis mellifera	SRR1152363	SRS549661	Amsyr_JOR14_20111007	Jordan	JOR14	female	A. m. syriaca	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596321	SRX457273	2014-01-31	287	185	Apis mellifera	SRR1152364	SRS549661	Amsyr_JOR14_20111007	Jordan	JOR14	female	A. m. syriaca	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596322	SRX457274	2014-01-31	245	163	Apis mellifera	SRR1152365	SRS549662	Amsyr_JOR15_20111007	Jordan	JOR15	female	A. m. syriaca	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596322	SRX457274	2014-01-31	249	161	Apis mellifera	SRR1152366	SRS549662	Amsyr_JOR15_20111007	Jordan	JOR15	female	A. m. syriaca	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
