AvgSpotLen	BioSample	Experiment	Library_Name	MBases	MBytes	Run	SRA_Sample	Sample_Name	breed	collected_by	collection_date	geo_loc_name	identified_by	isolate	isolation_source	sex	Assay_Type	BioProject	BioSampleModel	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	LoadDate	Organism	Platform	ReleaseDate	SRA_Study	age	host	tissue
100	SAMN06921454	SRX2838980	ap36_rep1	2962	1938	SRR5580779	SRS2212673	ap36	feral	UC Riverside	2002	USA:CA: LA Co. San Pedro, replicate 2	UC Riverside	worker bee	Coastal Sage	female	WGS	PRJNA385500	Invertebrate	UNIVERSITY OF CALIFORNIA DAVIS	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	2017-05-20	Apis mellifera	ILLUMINA	2018-06-01	SRP107650	adult	not applicable	whole body
100	SAMN06921451	SRX2838979	ap45_rep1	2327	1506	SRR5580780	SRS2212672	ap45	feral	UC Riverside	1999	USA:CA: LA Co. Placerita Cyn. Nat. Area, replicate 4	UC Riverside	worker bee	Placerita Canyon Natural Area	female	WGS	PRJNA385500	Invertebrate	UNIVERSITY OF CALIFORNIA DAVIS	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	2017-05-20	Apis mellifera	ILLUMINA	2018-06-01	SRP107650	adult	not applicable	whole body
100	SAMN06921449	SRX2838973	ap42_rep1	2798	1822	SRR5580786	SRS2212665	ap42	feral	UC Riverside	1999	USA:CA: LA Co. Placerita Cyn. Nat. Area, replicate 2	UC Riverside	worker bee	Placerita Canyon Natural Area	female	WGS	PRJNA385500	Invertebrate	UNIVERSITY OF CALIFORNIA DAVIS	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	2017-05-20	Apis mellifera	ILLUMINA	2018-06-01	SRP107650	adult	not applicable	whole body
100	SAMN06921446	SRX2838974	SRCD6C	6010	4231	SRR5580785	SRS2212667	SRCD6C	feral	Amber Sciligo	2014	USA:CA: LA Co. Placeria Cyn. Residential area 25227 Running Horse Rd., replicate 2	Amber Sciligo	worker bee	Residential Area	female	WGS	PRJNA385500	Invertebrate	UNIVERSITY OF CALIFORNIA DAVIS	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	2017-05-20	Apis mellifera	ILLUMINA	2018-06-01	SRP107650	adult	not applicable	whole body
100	SAMN06921447	SRX2838975	SRCD11A	6628	4534	SRR5580784	SRS2212669	SRCD11A	feral	Amber Sciligo	2014	USA:CA: LA Co. Placeria Cyn. Residential area 25227 Running Horse Rd., replicate 3	Amber Sciligo	worker bee	Residential Area	female	WGS	PRJNA385500	Invertebrate	UNIVERSITY OF CALIFORNIA DAVIS	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	2017-05-20	Apis mellifera	ILLUMINA	2018-06-01	SRP107650	adult	not applicable	whole body
100	SAMN06921452	SRX2838976	ap48_rep1	2887	1868	SRR5580783	SRS2212668	ap48	feral	UC Riverside	1999	USA:CA: LA Co. Placerita Cyn. Nat. Area, replicate 5	UC Riverside	worker bee	Placerita Canyon Natural Area	female	WGS	PRJNA385500	Invertebrate	UNIVERSITY OF CALIFORNIA DAVIS	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	2017-05-20	Apis mellifera	ILLUMINA	2018-06-01	SRP107650	adult	not applicable	whole body
100	SAMN06921453	SRX2838977	ap35_rep1	2555	1639	SRR5580782	SRS2212670	ap35	feral	UC Riverside	2002	USA:CA: LA Co. San Pedro, replicate 1	UC Riverside	worker bee	Coastal Sage	female	WGS	PRJNA385500	Invertebrate	UNIVERSITY OF CALIFORNIA DAVIS	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	2017-05-20	Apis mellifera	ILLUMINA	2018-06-01	SRP107650	adult	not applicable	whole body
100	SAMN06921450	SRX2838978	ap43_rep1	2480	1617	SRR5580781	SRS2212671	ap43	feral	UC Riverside	1999	USA:CA: LA Co. Placerita Cyn. Nat. Area, replicate 3	UC Riverside	worker bee	Placerita Canyon Natural Area	female	WGS	PRJNA385500	Invertebrate	UNIVERSITY OF CALIFORNIA DAVIS	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	2017-05-20	Apis mellifera	ILLUMINA	2018-06-01	SRP107650	adult	not applicable	whole body
100	SAMN06921475	SRX2838961	SRCD10B	6903	4639	SRR5580798	SRS2212652	SRCD10B	feral	Amber Sciligo	2014	USA:CA: Riverside Co., NEAR 1000 Palms Oasis, in Sky Valley at 77810 Las Montanas Rd, Plam Desert 92211, replicate 1	Amber Sciligo	worker bee	Nature Preserve	female	WGS	PRJNA385500	Invertebrate	UNIVERSITY OF CALIFORNIA DAVIS	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	2017-05-20	Apis mellifera	ILLUMINA	2018-06-01	SRP107650	adult	not applicable	whole body
100	SAMN06921457	SRX2838962	ap24_rep1	902	568	SRR5580797	SRS2212657	ap24	feral	California Academy of Sciences	1910	USA:CA: Los Angeles Co., Catalina Is. Avalon, replicate 1	California Academy of Sciences	worker bee	Catalina Island	female	WGS	PRJNA385500	Invertebrate	UNIVERSITY OF CALIFORNIA DAVIS	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	2017-05-20	Apis mellifera	ILLUMINA	2018-06-01	SRP107650	adult	not applicable	whole body
100	SAMN06921456	SRX2838963	ap36_rep2	4058	2712	SRR5580796	SRS2212656	SRCD3D	feral	UC Riverside	2002	USA:CA: LA Co. San Pedro, replicate 4	UC Riverside	worker bee	Coastal Sage	female	WGS	PRJNA385500	Invertebrate	UNIVERSITY OF CALIFORNIA DAVIS	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	2017-05-20	Apis mellifera	ILLUMINA	2018-06-01	SRP107650	adult	not applicable	whole body
100	SAMN06921459	SRX2838964	SRCD8C	6253	3529	SRR5580795	SRS2212655	SRCD8C	feral	Amber Sciligo	2014	USA:CA: Los Angeles Co., Catalina Is. Avalon; 236 Catalina Ave, replicate 1	Amber Sciligo	worker bee	Catalina Island	female	WGS	PRJNA385500	Invertebrate	UNIVERSITY OF CALIFORNIA DAVIS	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	2017-05-20	Apis mellifera	ILLUMINA	2018-06-01	SRP107650	adult	not applicable	whole body
100	SAMN06921458	SRX2838965	ap25_rep1	1209	756	SRR5580794	SRS2212658	ap25	feral	California Academy of Sciences	1910	USA:CA: Los Angeles Co., Catalina Is. Avalon, replicate 2	California Academy of Sciences	worker bee	Catalina Island	female	WGS	PRJNA385500	Invertebrate	UNIVERSITY OF CALIFORNIA DAVIS	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	2017-05-20	Apis mellifera	ILLUMINA	2018-06-01	SRP107650	adult	not applicable	whole body
100	SAMN06921461	SRX2838966	SRCD9C	4310	3168	SRR5580793	SRS2212659	SRCD9C	feral	Amber Sciligo	2014	USA:CA: Los Angeles Co., Catalina Is. Avalon; 236 Catalina Ave, replicate 3	Amber Sciligo	worker bee	Catalina Island	female	WGS	PRJNA385500	Invertebrate	UNIVERSITY OF CALIFORNIA DAVIS	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	2017-05-20	Apis mellifera	ILLUMINA	2018-06-01	SRP107650	adult	not applicable	whole body
100	SAMN06921460	SRX2838967	SRCD9B	4993	3672	SRR5580792	SRS2212660	SRCD9B	feral	Amber Sciligo	2014	USA:CA: Los Angeles Co., Catalina Is. Avalon; 236 Catalina Ave, replicate 2	Amber Sciligo	worker bee	Catalina Island	female	WGS	PRJNA385500	Invertebrate	UNIVERSITY OF CALIFORNIA DAVIS	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	2017-05-20	Apis mellifera	ILLUMINA	2018-06-01	SRP107650	adult	not applicable	whole body
100	SAMN06921463	SRX2838968	SRCD52A	7853	4852	SRR5580791	SRS2212661	SRCD52A	feral	Amber Sciligo	2014	USA:CA: Los Angeles Co., Catalina Is. Avalon; 236 Catalina Ave, replicate 5	Amber Sciligo	worker bee	Catalina Island	female	WGS	PRJNA385500	Invertebrate	UNIVERSITY OF CALIFORNIA DAVIS	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	2017-05-20	Apis mellifera	ILLUMINA	2018-06-01	SRP107650	adult	not applicable	whole body
100	SAMN06921462	SRX2838969	SRCD49B	7526	5121	SRR5580790	SRS2212663	SRCD49B	feral	Amber Sciligo	2014	USA:CA: Los Angeles Co., Catalina Is. Avalon; 236 Catalina Ave, replicate 4	Amber Sciligo	worker bee	Catalina Island	female	WGS	PRJNA385500	Invertebrate	UNIVERSITY OF CALIFORNIA DAVIS	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	2017-05-20	Apis mellifera	ILLUMINA	2018-06-01	SRP107650	adult	not applicable	whole body
100	SAMN06921465	SRX2838970	ap50_rep1	3153	2046	SRR5580789	SRS2212662	ap50	feral	UC Riverside	1999	USA:CA: Riverside Co. 1000 Palms Oasis, replicate 2	UC Riverside	worker bee	Nature Preserve	female	WGS	PRJNA385500	Invertebrate	UNIVERSITY OF CALIFORNIA DAVIS	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	2017-05-20	Apis mellifera	ILLUMINA	2018-06-01	SRP107650	adult	not applicable	whole body
100	SAMN06921464	SRX2838971	ap34_rep1	2504	1641	SRR5580788	SRS2212664	ap34	feral	UC Riverside	1999	USA:CA: Riverside Co. 1000 Palms Oasis, replicate 1	UC Riverside	worker bee	Nature Preserve	female	WGS	PRJNA385500	Invertebrate	UNIVERSITY OF CALIFORNIA DAVIS	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	2017-05-20	Apis mellifera	ILLUMINA	2018-06-01	SRP107650	adult	not applicable	whole body
100	SAMN06921448	SRX2838972	ap41_rep1	3208	2101	SRR5580787	SRS2212666	ap41	feral	UC Riverside	1999	USA:CA: LA Co. Placerita Cyn. Nat. Area, replicate 1	UC Riverside	worker bee	Placerita Canyon Natural Area	female	WGS	PRJNA385500	Invertebrate	UNIVERSITY OF CALIFORNIA DAVIS	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	2017-05-20	Apis mellifera	ILLUMINA	2018-06-01	SRP107650	adult	not applicable	whole body
100	SAMN06921426	SRX2838937	SRCD55A	3902	2662	SRR5580822	SRS2212630	SRCD55A	Domesticated	C.F. Koehnen	2014	USA:CA: Glenn replicate 1	C.F. Koehnen	drone	Apiary	male	WGS	PRJNA385500	Invertebrate	UNIVERSITY OF CALIFORNIA DAVIS	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	2017-05-20	Apis mellifera	ILLUMINA	2018-06-01	SRP107650	adult	not applicable	whole body
100	SAMN06921433	SRX2838938	ap29_rep1	2159	1386	SRR5580821	SRS2212633	ap29	feral	Gary Drewin	1966	USA:CA: Humboldt Co., Blue lake, replicate 3	Gary Drewin	worker bee	Blue Lake	female	WGS	PRJNA385500	Invertebrate	UNIVERSITY OF CALIFORNIA DAVIS	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	2017-05-20	Apis mellifera	ILLUMINA	2018-06-01	SRP107650	adult	not applicable	whole body
76	SAMN06921432	SRX2838939	ap22_rep1	1328	750	SRR5580820	SRS2212631	ap22	feral	Gary Drewin	1966	USA:CA: Humboldt Co., Blue lake, replicate 2	Gary Drewin	worker bee	Blue Lake	female	WGS	PRJNA385500	Invertebrate	UNIVERSITY OF CALIFORNIA DAVIS	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	2017-05-20	Apis mellifera	ILLUMINA	2018-06-01	SRP107650	adult	not applicable	whole body
76	SAMN06921431	SRX2838940	ap20_rep1	1166	635	SRR5580819	SRS2212634	ap20	feral	Gary Drewin	1966	USA:CA: Humboldt Co., Blue lake, replicate 1	Gary Drewin	worker bee	Blue Lake	female	WGS	PRJNA385500	Invertebrate	UNIVERSITY OF CALIFORNIA DAVIS	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	2017-05-20	Apis mellifera	ILLUMINA	2018-06-01	SRP107650	adult	not applicable	whole body
100	SAMN06921430	SRX2838941	SRCD55E	3685	2540	SRR5580818	SRS2212632	SRCD55E	Domesticated	Phil Hofland	2014	USA:CA: Dixon, Noble Apiaries, replicate 3	Phil Hofland	drone	Apiary	male	WGS	PRJNA385500	Invertebrate	UNIVERSITY OF CALIFORNIA DAVIS	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	2017-05-20	Apis mellifera	ILLUMINA	2018-06-01	SRP107650	adult	not applicable	whole body
76	SAMN06921485	SRX2838942	ap05_rep1	1801	1004	SRR5580817	SRS2212635	ap05	feral	Essig, Berkeley Natural History Museum	1976	USA:CA: Stanislaus Co. PG&amp;E Power plant, 5 miles N of Turlock Lake NW of LaGrange, replicate 1	Essig, Berkeley Natural History Museum	worker bee	Stanislaus County	female	WGS	PRJNA385500	Invertebrate	UNIVERSITY OF CALIFORNIA DAVIS	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	2017-05-20	Apis mellifera	ILLUMINA	2018-06-01	SRP107650	adult	not applicable	whole body
100	SAMN06921484	SRX2838943	ap53_rep2	4586	3100	SRR5580816	SRS2212636	SRCD5D	feral	N.M. Schiff	1996	USA:CA: Solano Co. Stebbins Cold Cyn. Reserve 38 30''N 122 08''W 11 km W. Winters, replicate 2B	N.M. Schiff	worker bee	Nature Reserve	female	WGS	PRJNA385500	Invertebrate	UNIVERSITY OF CALIFORNIA DAVIS	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	2017-05-20	Apis mellifera	ILLUMINA	2018-06-01	SRP107650	adult	not applicable	whole body
100	SAMN06921479	SRX2838944	ap52_rep1	3710	2425	SRR5580815	SRS2212637	ap52	feral	N.M. Schiff	1996	USA:CA: Solano Co. Stebbins Cold Cyn. Reserve 38 30''N 122 08''W 11 km W. Winters, replicate 2	N.M. Schiff	worker bee	Nature Reserve	female	WGS	PRJNA385500	Invertebrate	UNIVERSITY OF CALIFORNIA DAVIS	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	2017-05-20	Apis mellifera	ILLUMINA	2018-06-01	SRP107650	adult	not applicable	whole body
100	SAMN06921478	SRX2838945	ap51_rep1	2844	1863	SRR5580814	SRS2212639	ap51	feral	N.M. Schiff	1996	USA:CA: Solano Co. Stebbins Cold Cyn. Reserve 38 30''N 122 08''W 11 km W. Winters, replicate 1	N.M. Schiff	worker bee	Nature Reserve	female	WGS	PRJNA385500	Invertebrate	UNIVERSITY OF CALIFORNIA DAVIS	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	2017-05-20	Apis mellifera	ILLUMINA	2018-06-01	SRP107650	adult	not applicable	whole body
100	SAMN06921477	SRX2838946	SRCD55F	2611	1785	SRR5580813	SRS2212638	SRCD55F	Domesticated	Glenda Wooten	2014	USA:CA: Shasta County, Palo Cedro, replicate 1	Glenda Wooten	drone	Apiary	male	WGS	PRJNA385500	Invertebrate	UNIVERSITY OF CALIFORNIA DAVIS	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	2017-05-20	Apis mellifera	ILLUMINA	2018-06-01	SRP107650	adult	not applicable	whole body
100	SAMN06921476	SRX2838947	SRCD47A	3991	2639	SRR5580812	SRS2212640	SRCD47A	feral	Amber Sciligo	2014	USA:CA: Riverside Co., NEAR 1000 Palms Oasis, in Sky Valley at 77810 Las Montanas Rd, Plam Desert 92211, replicate 2	Amber Sciligo	worker bee	Nature Preserve	female	WGS	PRJNA385500	Invertebrate	UNIVERSITY OF CALIFORNIA DAVIS	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	2017-05-20	Apis mellifera	ILLUMINA	2018-06-01	SRP107650	adult	not applicable	whole body
100	SAMN06921483	SRX2838948	ap52_rep2	4048	2746	SRR5580811	SRS2212641	SRCD5C	feral	N.M. Schiff	1996	USA:CA: Solano Co. Stebbins Cold Cyn. Reserve 38 30''N 122 08''W 11 km W. Winters, replicate 2A	N.M. Schiff	worker bee	Nature Reserve	female	WGS	PRJNA385500	Invertebrate	UNIVERSITY OF CALIFORNIA DAVIS	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	2017-05-20	Apis mellifera	ILLUMINA	2018-06-01	SRP107650	adult	not applicable	whole body
